date,title,url
2023-03-16,FY2023 CFWR Composting and Food Waste Reduction Program FAQs,https://www.usda.gov/farming-and-ranching/agricultural-education-and-outreach/urban-agriculture-and-innovative-production/composting-and-food-waste-reduction-cfwr-cooperative-agreements/fy2023-cfwr-composting-and-food-waste-reduction-program-faqs
2023-03-15,Honoring Female Farmers and Ranchers this Women’s History Month,https://www.usda.gov/about-usda/news/blog/honoring-female-farmers-and-ranchers-womens-history-month
2023-03-06,Statement by Secretary Vilsack Regarding USMCA Consultation Request with Mexico,https://www.usda.gov/about-usda/news/press-releases/2023/03/06/statement-secretary-vilsack-regarding-usmca-consultation-request-mexico
2023-03-06,"Biden-Harris Administration Announces Actions, Investments to Create Fairer Markets, Lower Prices",https://www.usda.gov/about-usda/news/press-releases/2023/03/06/biden-harris-administration-announces-actions-investments-create-fairer-markets-lower-prices
2023-02-14,ARS Research Helps U.S. Floral Industry Bloom,https://www.usda.gov/about-usda/news/blog/ars-research-helps-us-floral-industry-bloom
2023-01-19,Faces of Agriculture: A USDA Speaker Series,https://www.usda.gov/farming-and-ranching/agricultural-education-and-outreach/youth-agriculture/faces-agriculture-usda-speaker-series
2023-01-18,USDA Publishes Strengthening Organic Enforcement Final Rule,https://www.usda.gov/about-usda/news/press-releases/2023/01/18/usda-publishes-strengthening-organic-enforcement-final-rule
2022-12-13,Customer Relations Branch,https://www.usda.gov/da/oo/crb
2022-11-29,USDA Proposes Science Driven Updates to Foods Provided Through WIC | What They’re Saying,https://www.usda.gov/about-usda/news/press-releases/2022/11/29/usda-proposes-science-driven-updates-foods-provided-through-wic-what-theyre-saying
2022-10-28,"Biden-Harris Administration signs $50 Million Agreement with National Wild Turkey Federation for Innovative, Long-Term National Master Stewardship Agreement",https://www.usda.gov/about-usda/news/press-releases/2022/10/28/biden-harris-administration-signs-50-million-agreement-national-wild-turkey-federation-innovative
2022-10-14,USDA Releases Proposed Regulatory Framework to Reduce Salmonella Infections Linked to Poultry Products,https://www.usda.gov/about-usda/news/press-releases/2022/10/14/usda-releases-proposed-regulatory-framework-reduce-salmonella-infections-linked-poultry-products
2022-09-22,Historic Investment in Partnerships for Climate-Smart Commodities and Rural Projects | Hear What They’re Saying,https://www.usda.gov/about-usda/news/press-releases/2022/09/22/historic-investment-partnerships-climate-smart-commodities-and-rural-projects-hear-what-theyre
2022-08-22,USDA to Invest up to $300 million in New Organic Transition Initiative,https://www.usda.gov/about-usda/news/press-releases/2022/08/22/usda-invest-300-million-new-organic-transition-initiative
2022-06-22,The Buzz About Pollinators,https://www.usda.gov/about-usda/news/blog/buzz-about-pollinators
2022-06-10,Office of the Chief Records Officer for the U.S.  Government,https://www.usda.gov/about-usda/general-information/staff-offices/office-chief-financial-officer/office-chief-records-officer-us-government
2022-06-10,"U.S. Department of Agriculture to Invest up to $65 Million in Pilot Program to Strengthen Food Supply Chain, Reduce Irregular Migration, and Improve Working Conditions for Farmworkers",https://www.usda.gov/about-usda/news/press-releases/2022/06/10/us-department-agriculture-invest-65-million-pilot-program-strengthen-food-supply-chain-reduce
2022-06-03,About ezFedGrants,https://www.usda.gov/about-usda/general-information/staff-offices/office-chief-financial-officer/ezfedgrants/about-ezfedgrants
2022-06-01,"USDA Announces Framework for Shoring Up the Food Supply Chain and Transforming the Food System to Be Fairer, More Competitive, More Resilient",https://www.usda.gov/about-usda/news/press-releases/2022/06/01/usda-announces-framework-shoring-food-supply-chain-and-transforming-food-system-be-fairer-more
2022-04-20,Clean Power Helps Rural Small Businesses in the West Break Into New Markets,https://www.usda.gov/about-usda/news/blog/clean-power-helps-rural-small-businesses-west-break-new-markets
2022-03-29,U.S. Codex Office’s Work to Reduce the Presence of Lead in Food,https://www.usda.gov/about-usda/news/blog/us-codex-offices-work-reduce-presence-lead-food
2022-03-17,USDA Announces Actions on Nutrition Security,https://www.usda.gov/about-usda/news/press-releases/2022/03/17/usda-announces-actions-nutrition-security
2022-02-28,Creating Better Vaccines,https://www.usda.gov/about-usda/news/blog/creating-better-vaccines
2022-01-18,2022 Agricultural Outlook Forum Program,https://www.usda.gov/2022-agricultural-outlook-forum-program
2022-01-18,U.S. Agriculture Secretary Tom Vilsack Highlights Key Work in 2021 to Combat Climate Change,https://www.usda.gov/about-usda/news/press-releases/2022/01/18/us-agriculture-secretary-tom-vilsack-highlights-key-work-2021-combat-climate-change
2021-12-06,"USDA Establishes Food Purchase Program to Transform the Food System, Build Back Better via Local Food Purchase",https://www.usda.gov/about-usda/news/press-releases/2021/12/06/usda-establishes-food-purchase-program-transform-food-system-build-back-better-local-food-purchase
2021-11-24,USDA Announces American Rescue Plan Technical Assistance Partnerships Focused on Underserved Producers,https://www.usda.gov/about-usda/news/press-releases/2021/11/24/usda-announces-american-rescue-plan-technical-assistance-partnerships-focused-underserved-producers
2021-10-20,Agricultural Marketing Service’s (AMS) Pesticide Data Program Celebrates 30 Years,https://www.usda.gov/about-usda/news/blog/agricultural-marketing-services-ams-pesticide-data-program-celebrates-30-years
2021-10-06,USDA Announces More Than $146M Investment in Sustainable Agricultural Research,https://www.usda.gov/about-usda/news/press-releases/2021/10/06/usda-announces-more-146m-investment-sustainable-agricultural-research
2021-09-30,Agriculture Secretary Applauds Research Efforts in Blocking Spread of African Swine Fever Virus,https://www.usda.gov/about-usda/news/press-releases/2021/09/30/agriculture-secretary-applauds-research-efforts-blocking-spread-african-swine-fever-virus
2021-09-29,"USDA Announces $3 Billion Investment in Agriculture, Animal Health, and Nutrition; Unveils New Climate Partnership Initiative, Requests Public Input",https://www.usda.gov/about-usda/news/press-releases/2021/09/29/usda-announces-3-billion-investment-agriculture-animal-health-and-nutrition-unveils-new-climate
2021-08-11,Statement from Agriculture Secretary Tom Vilsack on the Confirmation of Jenny Lester Moffitt to Serve as Under Secretary for Marketing and Regulatory Programs,https://www.usda.gov/about-usda/news/press-releases/2021/08/11/statement-agriculture-secretary-tom-vilsack-confirmation-jenny-lester-moffitt-serve-under-secretary
2021-07-27,Robust Monsoon Rains Follow Last Year's Monsoon Failure,https://www.usda.gov/about-usda/news/radio/daily-newsline/2021-07-27/robust-monsoon-rains-follow-last-years-monsoon-failure
2021-07-15,"USDA Announces Southeast Alaska Sustainability Strategy, Initiates Action to Work with Tribes, Partners and Communities",https://www.usda.gov/about-usda/news/press-releases/2021/07/15/usda-announces-southeast-alaska-sustainability-strategy-initiates-action-work-tribes-partners-and
2021-06-17,"Unknown Population of Rare, Endangered Tree Discovered",https://www.usda.gov/about-usda/news/blog/unknown-population-rare-endangered-tree-discovered
2021-06-14,Remarks of U.S. Secretary of Agriculture Tom Vilsack As Prepared for Delivery,https://www.usda.gov/about-usda/news/transcripts-speeches/2021/06/14/remarks-us-secretary-agriculture-tom-vilsack-prepared-delivery
2021-06-11,USDA to Begin Work to Strengthen Enforcement of the Packers and Stockyards Act,https://www.usda.gov/about-usda/news/press-releases/2021/06/11/usda-begin-work-strengthen-enforcement-packers-and-stockyards-act
2021-05-05,"USDA Invests $92.2 Million in Grants for Local, Regional Food Producers Affected by the Pandemic",https://www.usda.gov/about-usda/news/press-releases/2021/05/05/usda-invests-922-million-grants-local-regional-food-producers-affected-pandemic
2021-04-28,Statement from Agriculture Secretary Tom Vilsack on Mexico Supreme Court Ruling in Favor of U.S. Potato Growers,https://www.usda.gov/about-usda/news/press-releases/2021/04/28/statement-agriculture-secretary-tom-vilsack-mexico-supreme-court-ruling-favor-us-potato-growers
2021-04-27,Statement by Agriculture Secretary Tom Vilsack on the Intent to Nominate Jennifer Lester Moffitt to Serve as Under Secretary for Marketing and Regulatory Programs,https://www.usda.gov/about-usda/news/press-releases/2021/04/27/statement-agriculture-secretary-tom-vilsack-intent-nominate-jennifer-lester-moffitt-serve-under
2021-04-22,Inside the National Organic Program: Organic Farmer Turned USDA National Organic Program Accreditation Manager Shares Why Organic,https://www.usda.gov/about-usda/news/blog/inside-national-organic-program-organic-farmer-turned-usda-national-organic-program-accreditation
2021-04-21,USDA Expands and Renews Conservation Reserve Program in Effort to Boost Enrollment and Address Climate Change,https://www.usda.gov/about-usda/news/press-releases/2021/04/21/usda-expands-and-renews-conservation-reserve-program-effort-boost-enrollment-and-address-climate
2021-04-08,Joint Statement from Interior Secretary Deb Haaland and Agriculture Secretary Tom Vilsack on the Western Water Crisis,https://www.usda.gov/about-usda/news/press-releases/2021/04/08/joint-statement-interior-secretary-deb-haaland-and-agriculture-secretary-tom-vilsack-western-water
2021-03-05,U.S. Compendium of SFS Actions,https://www.usda.gov/about-usda/general-information/staff-offices/office-chief-economist/sustainability/un-food-systems-summit/us-compendium-sfs-actions
2021-03-03,Biden-Harris Administration’s Actions to Reduce Food Insecurity Amid the COVID-19 Crisis,https://www.usda.gov/about-usda/news/press-releases/2021/03/03/biden-harris-administrations-actions-reduce-food-insecurity-amid-covid-19-crisis
2021-02-16,Biden Administration Announces Another Foreclosure Moratorium and Mortgage Forbearance Deadline Extension That Will Bring Relief to Rural Residents,https://www.usda.gov/about-usda/news/press-releases/2021/02/16/biden-administration-announces-another-foreclosure-moratorium-and-mortgage-forbearance-deadline
2021-02-01,Biden Administration Halts Residential Evictions in USDA Multifamily Housing Communities in Accordance with CDC Guidance,https://www.usda.gov/about-usda/news/press-releases/2021/02/01/biden-administration-halts-residential-evictions-usda-multifamily-housing-communities-accordance-cdc
2021-01-20,Biden Administration Announces Foreclosure Moratorium and Mortgage Forbearance Deadline Extension That Will Bring Relief to Rural Residents,https://www.usda.gov/about-usda/news/press-releases/2021/01/20/biden-administration-announces-foreclosure-moratorium-and-mortgage-forbearance-deadline-extension
2020-12-16,Secretary Perdue Applauds USDA’s 2020 Accomplishments,https://www.usda.gov/about-usda/news/press-releases/2020/12/16/secretary-perdue-applauds-usdas-2020-accomplishments
2020-10-29,Climate Change Adaptation,https://www.usda.gov/about-usda/general-information/staff-offices/office-chief-economist/office-energy-and-environmental-policy/climate-change/climate-change-adaptation
2020-08-21,News,https://www.usda.gov/aia/news
2020-07-29,Farmers to Families Food Box Program Reaches 50 Million Boxes Delivered,https://www.usda.gov/about-usda/news/press-releases/2020/07/29/farmers-families-food-box-program-reaches-50-million-boxes-delivered
2020-07-28,Where Soil Health Meets Public Health: Cover Crops in the Lower Rio Grande Valley,https://www.usda.gov/about-usda/news/blog/where-soil-health-meets-public-health-cover-crops-lower-rio-grande-valley
2020-06-23,Wisconsin Telecommunications Cooperatives Step Up to Support E-Learning,https://www.usda.gov/about-usda/news/blog/wisconsin-telecommunications-cooperatives-step-support-e-learning
2020-05-28,Forest Service Research Reduces Fire Danger in Chernobyl Contaminated Zone,https://www.usda.gov/about-usda/news/blog/forest-service-research-reduces-fire-danger-chernobyl-contaminated-zone
2020-05-19,"USDA, FDA Strengthen U.S. Food Supply Chain Protections During COVID-19 Pandemic",https://www.usda.gov/about-usda/news/press-releases/2020/05/19/usda-fda-strengthen-us-food-supply-chain-protections-during-covid-19-pandemic
2020-05-08,The Fox Canyon Water Market: A Market-Based Tool for Groundwater Conservation Goes Live,https://www.usda.gov/about-usda/news/blog/fox-canyon-water-market-market-based-tool-groundwater-conservation-goes-live
2020-04-16,Will COVID-19 Threaten Availability and Affordability of our Food?,https://www.usda.gov/about-usda/news/blog/will-covid-19-threaten-availability-and-affordability-our-food
2020-03-16,Setting the Stage for Innovative Research,https://www.usda.gov/about-usda/news/blog/setting-stage-innovative-research
2020-03-12,About Us,https://www.usda.gov/about-usda/general-information/staff-offices/office-tribal-relations/about-us
2020-03-06,ICYMI: Secretary Perdue Strengthens SNAP E&T,https://www.usda.gov/about-usda/news/press-releases/2020/03/06/icymi-secretary-perdue-strengthens-snap-et
2020-03-05,USDA Improving Services to Provide More SNAP Participants the Dignity of Work,https://www.usda.gov/about-usda/news/press-releases/2020/03/05/usda-improving-services-provide-more-snap-participants-dignity-work
2020-03-02,2021 Agricultural Outlook Forum Program,https://www.usda.gov/2021-agricultural-outlook-forum-program
2020-02-28,USDA Invests $19 Million in Broadband for Rural Texas Communities,https://www.usda.gov/about-usda/news/press-releases/2020/02/28/usda-invests-19-million-broadband-rural-texas-communities
2020-02-27,About the Office of Environmental Markets,https://www.usda.gov/about-usda/general-information/staff-offices/office-chief-economist/office-energy-and-environmental-policy/environmental-markets/about-office-environmental-markets
2020-02-21,USDA Invests $5 Million in Broadband for Rural Georgia Communities,https://www.usda.gov/about-usda/news/press-releases/2020/02/21/usda-invests-5-million-broadband-rural-georgia-communities
2020-02-13,USDA Invests $9 Million in Broadband for Rural Tennessee Communities,https://www.usda.gov/about-usda/news/press-releases/2020/02/13/usda-invests-9-million-broadband-rural-tennessee-communities
2020-02-04,Partnership Efforts to Address Australia Wildfires,https://www.usda.gov/about-usda/news/blog/partnership-efforts-address-australia-wildfires
2020-01-23,Secretary Perdue Statement on EPA WOTUS Rule,https://www.usda.gov/about-usda/news/press-releases/2020/01/23/secretary-perdue-statement-epa-wotus-rule
2019-12-16,Bridging Oregon’s Digital Divide,https://www.usda.gov/about-usda/news/blog/bridging-oregons-digital-divide
2019-12-12,USDA to Make $550 Million in Funding Available in 2020 to Deploy High-Speed Broadband Internet Infrastructure in Rural America,https://www.usda.gov/about-usda/news/press-releases/2019/12/12/usda-make-550-million-funding-available-2020-deploy-high-speed-broadband-internet-infrastructure
2019-12-09,USDA Invests $8.1 Million in Rural Broadband for South Carolina Families,https://www.usda.gov/about-usda/news/press-releases/2019/12/09/usda-invests-81-million-rural-broadband-south-carolina-families
2019-12-04,USDA Invests $12.8 Million in Rural Broadband for Illinois Families,https://www.usda.gov/about-usda/news/press-releases/2019/12/04/usda-invests-128-million-rural-broadband-illinois-families
2019-11-25,USDA Invests $5.2 Million in Rural Broadband for Kansas Families,https://www.usda.gov/about-usda/news/press-releases/2019/11/25/usda-invests-52-million-rural-broadband-kansas-families
2019-11-21,"On National Rural Health Day, Emergency Healthcare Starts Home",https://www.usda.gov/about-usda/news/blog/national-rural-health-day-emergency-healthcare-starts-home
2019-10-30,Farms and Schools – A Critical Link for a Healthy Future,https://www.usda.gov/about-usda/news/blog/farms-and-schools-critical-link-healthy-future
2019-10-22,USDA Invests $9.75 Million in Rural Broadband for South Carolina Families,https://www.usda.gov/about-usda/news/press-releases/2019/10/22/usda-invests-975-million-rural-broadband-south-carolina-families
2019-10-18,USDA Invests $2.85 Million in Rural Broadband for Tennessee Families,https://www.usda.gov/about-usda/news/press-releases/2019/10/18/usda-invests-285-million-rural-broadband-tennessee-families
2019-07-25,"USDA Scientists, Engineers, Grantees Honored at White House with PECASE Awards",https://www.usda.gov/about-usda/news/press-releases/2019/07/25/usda-scientists-engineers-grantees-honored-white-house-pecase-awards
2019-07-23,USDA Proposes to Close SNAP Automatic Eligibility Loophole,https://www.usda.gov/about-usda/news/press-releases/2019/07/23/usda-proposes-close-snap-automatic-eligibility-loophole
2019-06-26,SoilWeb App 2.0 Offers Valuable Soil Info on the Go,https://www.usda.gov/about-usda/news/blog/soilweb-app-20-offers-valuable-soil-info-go
2019-05-16,FNS Acts to Remove Fraudulent Retailers from SNAP,https://www.usda.gov/about-usda/news/blog/fns-acts-remove-fraudulent-retailers-snap
2019-05-02,State-of-the-Art USDA Facilities Keep Invasive Pests Out of the Country,https://www.usda.gov/about-usda/news/blog/state-art-usda-facilities-keep-invasive-pests-out-country
2019-04-08,Building Better Futures through SNAP Employment and Training,https://www.usda.gov/about-usda/news/blog/building-better-futures-through-snap-employment-and-training
2019-03-25,WIC: A Pathway to Long-Term Success,https://www.usda.gov/about-usda/news/blog/wic-pathway-long-term-success
2019-03-19,Registration for First 2020 Dietary Guidelines Advisory Committee Meeting Opens,https://www.usda.gov/about-usda/news/press-releases/2019/03/19/registration-first-2020-dietary-guidelines-advisory-committee-meeting-opens
2019-02-15,United States Issues WTO Counter Notification Concerning India’s Market Price Support for Various Pulses,https://www.usda.gov/about-usda/news/press-releases/2019/02/15/united-states-issues-wto-counter-notification-concerning-indias-market-price-support-various-pulses
2018-12-10,Secretary Perdue Statement on Release of Farm Bill Conference Report,https://www.usda.gov/about-usda/news/press-releases/2018/12/10/secretary-perdue-statement-release-farm-bill-conference-report
2018-11-16,Statement from USDA Secretary Perdue and FDA Commissioner Gottlieb on the Regulation of Cell-Cultured Food Products from Cell Lines of Livestock and Poultry,https://www.usda.gov/about-usda/news/press-releases/2018/11/16/statement-usda-secretary-perdue-and-fda-commissioner-gottlieb-regulation-cell-cultured-food-products
2018-10-03,What They are Saying: Ag Community Support for President Donald J. Trump's Successful Trade Negotiations with Mexico and Canada,https://www.usda.gov/about-usda/news/press-releases/2018/10/03/what-they-are-saying-ag-community-support-president-donald-j-trumps-successful-trade-negotiations
2018-09-06,USDA Partners with HHS to Support Rural Communities Combating Opioid Misuse,https://www.usda.gov/about-usda/news/press-releases/2018/09/06/usda-partners-hhs-support-rural-communities-combating-opioid-misuse
2018-09-05,Nominations Now Open for the 2020 Dietary Guidelines Advisory Committee,https://www.usda.gov/about-usda/news/press-releases/2018/09/05/nominations-now-open-2020-dietary-guidelines-advisory-committee
2018-08-02,"USDA Becoming More Data-Driven, Customer-Focused Organization",https://www.usda.gov/about-usda/news/blog/usda-becoming-more-data-driven-customer-focused-organization
2018-07-16,"USDA Partners to Improve Rural Water Infrastructure for Nearly 250,000 People in 103 Communities",https://www.usda.gov/about-usda/news/press-releases/2018/07/16/usda-partners-improve-rural-water-infrastructure-nearly-250000-people-103-communities
